county,var_base,estimate,geography_level
"JEFFERSON, WALWORTH",female_victims_age_45_54,0,county
"JEFFERSON, WALWORTH",female_victims_age_55_64,1,county
"JEFFERSON, WALWORTH",female_victims_age_65+,0,county
"JEFFERSON, WALWORTH",male_victims_age_Under 18,2,county
"JEFFERSON, WALWORTH",male_victims_age_18_24,7,county
"JEFFERSON, WALWORTH",male_victims_age_25_34,11,county
"JEFFERSON, WALWORTH",male_victims_age_35_44,8,county
"JEFFERSON, WALWORTH",male_victims_age_45_54,3,county
"JEFFERSON, WALWORTH",male_victims_age_55_64,2,county
"JEFFERSON, WALWORTH",male_victims_age_65+,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_Under 18,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_18_24,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_25_34,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_35_44,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_45_54,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_55_64,0,county
"JEFFERSON, WALWORTH",unknown_victims_age_65+,0,county
JUNEAU,female_victims_age_Under 18,8,county
JUNEAU,female_victims_age_18_24,11,county
JUNEAU,female_victims_age_25_34,25,county
JUNEAU,female_victims_age_35_44,19,county
JUNEAU,female_victims_age_45_54,15,county
JUNEAU,female_victims_age_55_64,7,county
JUNEAU,female_victims_age_65+,3,county
JUNEAU,male_victims_age_Under 18,9,county
JUNEAU,male_victims_age_18_24,5,county
JUNEAU,male_victims_age_25_34,17,county
JUNEAU,male_victims_age_35_44,18,county
JUNEAU,male_victims_age_45_54,11,county
JUNEAU,male_victims_age_55_64,7,county
JUNEAU,male_victims_age_65+,5,county
JUNEAU,unknown_victims_age_Under 18,0,county
JUNEAU,unknown_victims_age_18_24,0,county
JUNEAU,unknown_victims_age_25_34,0,county
JUNEAU,unknown_victims_age_35_44,0,county
JUNEAU,unknown_victims_age_45_54,0,county
JUNEAU,unknown_victims_age_55_64,0,county
JUNEAU,unknown_victims_age_65+,0,county
KENOSHA,female_victims_age_Under 18,90,county
KENOSHA,female_victims_age_18_24,133,county
KENOSHA,female_victims_age_25_34,214,county
KENOSHA,female_victims_age_35_44,156,county
KENOSHA,female_victims_age_45_54,79,county
KENOSHA,female_victims_age_55_64,50,county
KENOSHA,female_victims_age_65+,21,county
KENOSHA,male_victims_age_Under 18,62,county
KENOSHA,male_victims_age_18_24,68,county
KENOSHA,male_victims_age_25_34,108,county
KENOSHA,male_victims_age_35_44,94,county
KENOSHA,male_victims_age_45_54,75,county
KENOSHA,male_victims_age_55_64,34,county
KENOSHA,male_victims_age_65+,19,county
KENOSHA,unknown_victims_age_Under 18,0,county
KENOSHA,unknown_victims_age_18_24,0,county
KENOSHA,unknown_victims_age_25_34,0,county
KENOSHA,unknown_victims_age_35_44,0,county
KENOSHA,unknown_victims_age_45_54,0,county
KENOSHA,unknown_victims_age_55_64,0,county
KENOSHA,unknown_victims_age_65+,0,county
"KENOSHA, WALWORTH",female_victims_age_Under 18,1,county
"KENOSHA, WALWORTH",female_victims_age_18_24,0,county
"KENOSHA, WALWORTH",female_victims_age_25_34,0,county
"KENOSHA, WALWORTH",female_victims_age_35_44,0,county
"KENOSHA, WALWORTH",female_victims_age_45_54,0,county
"KENOSHA, WALWORTH",female_victims_age_55_64,0,county
"KENOSHA, WALWORTH",female_victims_age_65+,1,county
"KENOSHA, WALWORTH",male_victims_age_Under 18,1,county
"KENOSHA, WALWORTH",male_victims_age_18_24,0,county
"KENOSHA, WALWORTH",male_victims_age_25_34,2,county
"KENOSHA, WALWORTH",male_victims_age_35_44,0,county
"KENOSHA, WALWORTH",male_victims_age_45_54,1,county
"KENOSHA, WALWORTH",male_victims_age_55_64,0,county
"KENOSHA, WALWORTH",male_victims_age_65+,0,county
"KENOSHA, WALWORTH",unknown_victims_age_Under 18,0,county
"KENOSHA, WALWORTH",unknown_victims_age_18_24,0,county
"KENOSHA, WALWORTH",unknown_victims_age_25_34,0,county
"KENOSHA, WALWORTH",unknown_victims_age_35_44,0,county
"KENOSHA, WALWORTH",unknown_victims_age_45_54,0,county
"KENOSHA, WALWORTH",unknown_victims_age_55_64,0,county
"KENOSHA, WALWORTH",unknown_victims_age_65+,0,county
KEWAUNEE,female_victims_age_Under 18,19,county
KEWAUNEE,female_victims_age_18_24,1,county
KEWAUNEE,female_victims_age_25_34,10,county
KEWAUNEE,female_victims_age_35_44,13,county
KEWAUNEE,female_victims_age_45_54,3,county
KEWAUNEE,female_victims_age_55_64,4,county
KEWAUNEE,female_victims_age_65+,0,county
KEWAUNEE,male_victims_age_Under 18,18,county
KEWAUNEE,male_victims_age_18_24,5,county
KEWAUNEE,male_victims_age_25_34,9,county
KEWAUNEE,male_victims_age_35_44,5,county
KEWAUNEE,male_victims_age_45_54,2,county
KEWAUNEE,male_victims_age_55_64,0,county
KEWAUNEE,male_victims_age_65+,1,county
KEWAUNEE,unknown_victims_age_Under 18,0,county
KEWAUNEE,unknown_victims_age_18_24,0,county
KEWAUNEE,unknown_victims_age_25_34,0,county
KEWAUNEE,unknown_victims_age_35_44,0,county
KEWAUNEE,unknown_victims_age_45_54,0,county
KEWAUNEE,unknown_victims_age_55_64,0,county
KEWAUNEE,unknown_victims_age_65+,0,county
LA CROSSE,female_victims_age_Under 18,45,county
LA CROSSE,female_victims_age_18_24,96,county
LA CROSSE,female_victims_age_25_34,114,county
LA CROSSE,female_victims_age_35_44,141,county
LA CROSSE,female_victims_age_45_54,42,county
LA CROSSE,female_victims_age_55_64,31,county
LA CROSSE,female_victims_age_65+,15,county
LA CROSSE,male_victims_age_Under 18,47,county
LA CROSSE,male_victims_age_18_24,62,county
LA CROSSE,male_victims_age_25_34,73,county
LA CROSSE,male_victims_age_35_44,67,county
LA CROSSE,male_victims_age_45_54,35,county
LA CROSSE,male_victims_age_55_64,21,county
LA CROSSE,male_victims_age_65+,13,county
LA CROSSE,unknown_victims_age_Under 18,0,county
LA CROSSE,unknown_victims_age_18_24,0,county
LA CROSSE,unknown_victims_age_25_34,0,county
LA CROSSE,unknown_victims_age_35_44,1,county
LA CROSSE,unknown_victims_age_45_54,0,county
LA CROSSE,unknown_victims_age_55_64,0,county
LA CROSSE,unknown_victims_age_65+,0,county
LAFAYETTE,female_victims_age_Under 18,6,county
LAFAYETTE,female_victims_age_18_24,7,county
LAFAYETTE,female_victims_age_25_34,15,county
LAFAYETTE,female_victims_age_35_44,10,county
LAFAYETTE,female_victims_age_45_54,4,county
LAFAYETTE,female_victims_age_55_64,4,county
LAFAYETTE,female_victims_age_65+,0,county
LAFAYETTE,male_victims_age_Under 18,6,county
LAFAYETTE,male_victims_age_18_24,5,county
LAFAYETTE,male_victims_age_25_34,5,county
LAFAYETTE,male_victims_age_35_44,10,county
LAFAYETTE,male_victims_age_45_54,5,county
LAFAYETTE,male_victims_age_55_64,1,county
LAFAYETTE,male_victims_age_65+,2,county
LAFAYETTE,unknown_victims_age_Under 18,0,county
LAFAYETTE,unknown_victims_age_18_24,0,county
LAFAYETTE,unknown_victims_age_25_34,0,county
LAFAYETTE,unknown_victims_age_35_44,0,county
LAFAYETTE,unknown_victims_age_45_54,0,county
LAFAYETTE,unknown_victims_age_55_64,0,county
LAFAYETTE,unknown_victims_age_65+,0,county
LANGLADE,female_victims_age_Under 18,8,county
LANGLADE,female_victims_age_18_24,2,county
LANGLADE,female_victims_age_25_34,6,county
LANGLADE,female_victims_age_35_44,12,county
LANGLADE,female_victims_age_45_54,4,county
LANGLADE,female_victims_age_55_64,4,county
LANGLADE,female_victims_age_65+,1,county
LANGLADE,male_victims_age_Under 18,2,county
LANGLADE,male_victims_age_18_24,2,county
LANGLADE,male_victims_age_25_34,3,county
LANGLADE,male_victims_age_35_44,2,county
LANGLADE,male_victims_age_45_54,5,county
LANGLADE,male_victims_age_55_64,3,county
LANGLADE,male_victims_age_65+,0,county
LANGLADE,unknown_victims_age_Under 18,0,county
LANGLADE,unknown_victims_age_18_24,0,county
LANGLADE,unknown_victims_age_25_34,0,county
LANGLADE,unknown_victims_age_35_44,0,county
LANGLADE,unknown_victims_age_45_54,0,county
LANGLADE,unknown_victims_age_55_64,0,county
LANGLADE,unknown_victims_age_65+,0,county
LINCOLN,female_victims_age_Under 18,26,county
LINCOLN,female_victims_age_18_24,5,county
LINCOLN,female_victims_age_25_34,28,county
LINCOLN,female_victims_age_35_44,13,county
LINCOLN,female_victims_age_45_54,17,county
LINCOLN,female_victims_age_55_64,3,county
LINCOLN,female_victims_age_65+,7,county
LINCOLN,male_victims_age_Under 18,29,county
LINCOLN,male_victims_age_18_24,24,county
LINCOLN,male_victims_age_25_34,28,county
LINCOLN,male_victims_age_35_44,24,county
LINCOLN,male_victims_age_45_54,11,county
LINCOLN,male_victims_age_55_64,4,county
LINCOLN,male_victims_age_65+,9,county
LINCOLN,unknown_victims_age_Under 18,0,county
LINCOLN,unknown_victims_age_18_24,0,county
LINCOLN,unknown_victims_age_25_34,1,county
LINCOLN,unknown_victims_age_35_44,0,county
LINCOLN,unknown_victims_age_45_54,1,county
LINCOLN,unknown_victims_age_55_64,1,county
LINCOLN,unknown_victims_age_65+,0,county
MANITOWOC,female_victims_age_Under 18,19,county
MANITOWOC,female_victims_age_18_24,35,county
MANITOWOC,female_victims_age_25_34,53,county
MANITOWOC,female_victims_age_35_44,54,county
MANITOWOC,female_victims_age_45_54,27,county
MANITOWOC,female_victims_age_55_64,11,county
MANITOWOC,female_victims_age_65+,12,county
MANITOWOC,male_victims_age_Under 18,50,county
MANITOWOC,male_victims_age_18_24,33,county
MANITOWOC,male_victims_age_25_34,37,county
MANITOWOC,male_victims_age_35_44,13,county
MANITOWOC,male_victims_age_45_54,15,county
MANITOWOC,male_victims_age_55_64,9,county
MANITOWOC,male_victims_age_65+,5,county
MANITOWOC,unknown_victims_age_Under 18,0,county
MANITOWOC,unknown_victims_age_18_24,0,county
MANITOWOC,unknown_victims_age_25_34,0,county
MANITOWOC,unknown_victims_age_35_44,0,county
MANITOWOC,unknown_victims_age_45_54,0,county
MANITOWOC,unknown_victims_age_55_64,0,county
MANITOWOC,unknown_victims_age_65+,1,county
MARATHON,female_victims_age_Under 18,45,county
MARATHON,female_victims_age_18_24,56,county
MARATHON,female_victims_age_25_34,64,county
MARATHON,female_victims_age_35_44,73,county
MARATHON,female_victims_age_45_54,48,county
MARATHON,female_victims_age_55_64,17,county
MARATHON,female_victims_age_65+,6,county
MARATHON,male_victims_age_Under 18,41,county
MARATHON,male_victims_age_18_24,28,county
MARATHON,male_victims_age_25_34,52,county
MARATHON,male_victims_age_35_44,40,county
MARATHON,male_victims_age_45_54,27,county
MARATHON,male_victims_age_55_64,16,county
MARATHON,male_victims_age_65+,8,county
MARATHON,unknown_victims_age_Under 18,0,county
MARATHON,unknown_victims_age_18_24,0,county
MARATHON,unknown_victims_age_25_34,0,county
MARATHON,unknown_victims_age_35_44,0,county
MARATHON,unknown_victims_age_45_54,0,county
MARATHON,unknown_victims_age_55_64,0,county
MARATHON,unknown_victims_age_65+,0,county
"MARATHON, WOOD",female_victims_age_Under 18,30,county
"MARATHON, WOOD",female_victims_age_18_24,11,county
"MARATHON, WOOD",female_victims_age_25_34,16,county
"MARATHON, WOOD",female_victims_age_35_44,28,county
"MARATHON, WOOD",female_victims_age_45_54,16,county
"MARATHON, WOOD",female_victims_age_55_64,7,county
"MARATHON, WOOD",female_victims_age_65+,5,county
"MARATHON, WOOD",male_victims_age_Under 18,20,county
"MARATHON, WOOD",male_victims_age_18_24,9,county
"MARATHON, WOOD",male_victims_age_25_34,11,county
"MARATHON, WOOD",male_victims_age_35_44,10,county
"MARATHON, WOOD",male_victims_age_45_54,8,county
"MARATHON, WOOD",male_victims_age_55_64,0,county
"MARATHON, WOOD",male_victims_age_65+,0,county
"MARATHON, WOOD",unknown_victims_age_Under 18,0,county
"MARATHON, WOOD",unknown_victims_age_18_24,0,county
"MARATHON, WOOD",unknown_victims_age_25_34,0,county
"MARATHON, WOOD",unknown_victims_age_35_44,0,county
"MARATHON, WOOD",unknown_victims_age_45_54,0,county
"MARATHON, WOOD",unknown_victims_age_55_64,0,county
"MARATHON, WOOD",unknown_victims_age_65+,0,county
MARINETTE,female_victims_age_Under 18,13,county
MARINETTE,female_victims_age_18_24,20,county
MARINETTE,female_victims_age_25_34,30,county
MARINETTE,female_victims_age_35_44,22,county
MARINETTE,female_victims_age_45_54,14,county
MARINETTE,female_victims_age_55_64,7,county
MARINETTE,female_victims_age_65+,5,county
MARINETTE,male_victims_age_Under 18,11,county
MARINETTE,male_victims_age_18_24,11,county
MARINETTE,male_victims_age_25_34,19,county
MARINETTE,male_victims_age_35_44,17,county
MARINETTE,male_victims_age_45_54,8,county
MARINETTE,male_victims_age_55_64,7,county
MARINETTE,male_victims_age_65+,5,county
MARINETTE,unknown_victims_age_Under 18,0,county
MARINETTE,unknown_victims_age_18_24,0,county
MARINETTE,unknown_victims_age_25_34,0,county
MARINETTE,unknown_victims_age_35_44,0,county
MARINETTE,unknown_victims_age_45_54,0,county
MARINETTE,unknown_victims_age_55_64,0,county
MARINETTE,unknown_victims_age_65+,0,county
MARQUETTE,female_victims_age_Under 18,1,county
MARQUETTE,female_victims_age_18_24,4,county
MARQUETTE,female_victims_age_25_34,1,county
MARQUETTE,female_victims_age_35_44,6,county
MARQUETTE,female_victims_age_45_54,1,county
MARQUETTE,female_victims_age_55_64,5,county
MARQUETTE,female_victims_age_65+,3,county
MARQUETTE,male_victims_age_Under 18,4,county
MARQUETTE,male_victims_age_18_24,1,county
MARQUETTE,male_victims_age_25_34,1,county
MARQUETTE,male_victims_age_35_44,2,county
MARQUETTE,male_victims_age_45_54,1,county
MARQUETTE,male_victims_age_55_64,2,county
MARQUETTE,male_victims_age_65+,0,county
MARQUETTE,unknown_victims_age_Under 18,0,county
MARQUETTE,unknown_victims_age_18_24,0,county
MARQUETTE,unknown_victims_age_25_34,0,county
MARQUETTE,unknown_victims_age_35_44,0,county
MARQUETTE,unknown_victims_age_45_54,0,county
MARQUETTE,unknown_victims_age_55_64,0,county
MARQUETTE,unknown_victims_age_65+,0,county
MENOMINEE,female_victims_age_Under 18,0,county
MENOMINEE,female_victims_age_18_24,1,county
MENOMINEE,female_victims_age_25_34,2,county
MENOMINEE,female_victims_age_35_44,1,county
MENOMINEE,female_victims_age_45_54,1,county
MENOMINEE,female_victims_age_55_64,0,county
MENOMINEE,female_victims_age_65+,0,county
MENOMINEE,male_victims_age_Under 18,2,county
MENOMINEE,male_victims_age_18_24,0,county
MENOMINEE,male_victims_age_25_34,0,county
MENOMINEE,male_victims_age_35_44,0,county
MENOMINEE,male_victims_age_45_54,0,county
MENOMINEE,male_victims_age_55_64,0,county
MENOMINEE,male_victims_age_65+,0,county
MENOMINEE,unknown_victims_age_Under 18,0,county
MENOMINEE,unknown_victims_age_18_24,0,county
MENOMINEE,unknown_victims_age_25_34,0,county
MENOMINEE,unknown_victims_age_35_44,0,county
MENOMINEE,unknown_victims_age_45_54,0,county
MENOMINEE,unknown_victims_age_55_64,0,county
MENOMINEE,unknown_victims_age_65+,0,county
MILWAUKEE,female_victims_age_Under 18,845,county
MILWAUKEE,female_victims_age_18_24,2369,county
MILWAUKEE,female_victims_age_25_34,3392,county
MILWAUKEE,female_victims_age_35_44,2347,county
MILWAUKEE,female_victims_age_45_54,1187,county
MILWAUKEE,female_victims_age_55_64,687,county
MILWAUKEE,female_victims_age_65+,300,county
MILWAUKEE,male_victims_age_Under 18,850,county
MILWAUKEE,male_victims_age_18_24,815,county
MILWAUKEE,male_victims_age_25_34,1340,county
MILWAUKEE,male_victims_age_35_44,1000,county
MILWAUKEE,male_victims_age_45_54,710,county
MILWAUKEE,male_victims_age_55_64,551,county
MILWAUKEE,male_victims_age_65+,317,county
MILWAUKEE,unknown_victims_age_Under 18,0,county
MILWAUKEE,unknown_victims_age_18_24,0,county
MILWAUKEE,unknown_victims_age_25_34,0,county
MILWAUKEE,unknown_victims_age_35_44,0,county
MILWAUKEE,unknown_victims_age_45_54,1,county
MILWAUKEE,unknown_victims_age_55_64,0,county
MILWAUKEE,unknown_victims_age_65+,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_Under 18,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_18_24,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_25_34,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_35_44,1,county
"MILWAUKEE, OZAUKEE",female_victims_age_45_54,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_55_64,0,county
"MILWAUKEE, OZAUKEE",female_victims_age_65+,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_Under 18,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_18_24,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_25_34,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_35_44,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_45_54,0,county
"MILWAUKEE, OZAUKEE",male_victims_age_55_64,1,county
"MILWAUKEE, OZAUKEE",male_victims_age_65+,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_Under 18,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_18_24,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_25_34,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_35_44,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_45_54,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_55_64,0,county
"MILWAUKEE, OZAUKEE",unknown_victims_age_65+,0,county
MONROE,female_victims_age_Under 18,33,county
MONROE,female_victims_age_18_24,21,county
MONROE,female_victims_age_25_34,46,county
MONROE,female_victims_age_35_44,29,county
MONROE,female_victims_age_45_54,17,county
MONROE,female_victims_age_55_64,10,county
MONROE,female_victims_age_65+,4,county
MONROE,male_victims_age_Under 18,39,county
MONROE,male_victims_age_18_24,15,county
MONROE,male_victims_age_25_34,24,county
MONROE,male_victims_age_35_44,22,county
MONROE,male_victims_age_45_54,13,county
MONROE,male_victims_age_55_64,7,county
MONROE,male_victims_age_65+,6,county
MONROE,unknown_victims_age_Under 18,0,county
MONROE,unknown_victims_age_18_24,0,county
MONROE,unknown_victims_age_25_34,0,county
MONROE,unknown_victims_age_35_44,1,county
MONROE,unknown_victims_age_45_54,1,county
MONROE,unknown_victims_age_55_64,0,county
MONROE,unknown_victims_age_65+,1,county
NOT SPECIFIED,female_victims_age_Under 18,28,county
NOT SPECIFIED,female_victims_age_18_24,20,county
NOT SPECIFIED,female_victims_age_25_34,34,county
NOT SPECIFIED,female_victims_age_35_44,43,county
NOT SPECIFIED,female_victims_age_45_54,9,county
NOT SPECIFIED,female_victims_age_55_64,11,county
NOT SPECIFIED,female_victims_age_65+,3,county
NOT SPECIFIED,male_victims_age_Under 18,23,county
NOT SPECIFIED,male_victims_age_18_24,7,county
NOT SPECIFIED,male_victims_age_25_34,15,county
NOT SPECIFIED,male_victims_age_35_44,22,county
NOT SPECIFIED,male_victims_age_45_54,11,county
NOT SPECIFIED,male_victims_age_55_64,6,county
NOT SPECIFIED,male_victims_age_65+,2,county
NOT SPECIFIED,unknown_victims_age_Under 18,2,county
NOT SPECIFIED,unknown_victims_age_18_24,0,county
NOT SPECIFIED,unknown_victims_age_25_34,0,county
NOT SPECIFIED,unknown_victims_age_35_44,0,county
NOT SPECIFIED,unknown_victims_age_45_54,0,county
NOT SPECIFIED,unknown_victims_age_55_64,0,county
NOT SPECIFIED,unknown_victims_age_65+,0,county
OCONTO,female_victims_age_Under 18,16,county
OCONTO,female_victims_age_18_24,12,county
OCONTO,female_victims_age_25_34,21,county
OCONTO,female_victims_age_35_44,24,county
OCONTO,female_victims_age_45_54,16,county
OCONTO,female_victims_age_55_64,10,county
OCONTO,female_victims_age_65+,4,county
OCONTO,male_victims_age_Under 18,20,county
OCONTO,male_victims_age_18_24,8,county
OCONTO,male_victims_age_25_34,17,county
OCONTO,male_victims_age_35_44,12,county
OCONTO,male_victims_age_45_54,13,county
OCONTO,male_victims_age_55_64,9,county
OCONTO,male_victims_age_65+,2,county
OCONTO,unknown_victims_age_Under 18,0,county
OCONTO,unknown_victims_age_18_24,0,county
OCONTO,unknown_victims_age_25_34,0,county
OCONTO,unknown_victims_age_35_44,0,county
OCONTO,unknown_victims_age_45_54,0,county
OCONTO,unknown_victims_age_55_64,0,county
OCONTO,unknown_victims_age_65+,0,county
ONEIDA,female_victims_age_Under 18,14,county
ONEIDA,female_victims_age_18_24,7,county
ONEIDA,female_victims_age_25_34,19,county
ONEIDA,female_victims_age_35_44,18,county
ONEIDA,female_victims_age_45_54,12,county
ONEIDA,female_victims_age_55_64,7,county
ONEIDA,female_victims_age_65+,3,county
ONEIDA,male_victims_age_Under 18,31,county
ONEIDA,male_victims_age_18_24,5,county
ONEIDA,male_victims_age_25_34,12,county
ONEIDA,male_victims_age_35_44,13,county
ONEIDA,male_victims_age_45_54,11,county
ONEIDA,male_victims_age_55_64,9,county
ONEIDA,male_victims_age_65+,2,county
ONEIDA,unknown_victims_age_Under 18,0,county
ONEIDA,unknown_victims_age_18_24,0,county
ONEIDA,unknown_victims_age_25_34,0,county
ONEIDA,unknown_victims_age_35_44,0,county
ONEIDA,unknown_victims_age_45_54,0,county
ONEIDA,unknown_victims_age_55_64,0,county
ONEIDA,unknown_victims_age_65+,0,county
OUTAGAMIE,female_victims_age_Under 18,28,county
OUTAGAMIE,female_victims_age_18_24,40,county
OUTAGAMIE,female_victims_age_25_34,53,county
OUTAGAMIE,female_victims_age_35_44,49,county
OUTAGAMIE,female_victims_age_45_54,38,county
OUTAGAMIE,female_victims_age_55_64,17,county
OUTAGAMIE,female_victims_age_65+,12,county
OUTAGAMIE,male_victims_age_Under 18,43,county
OUTAGAMIE,male_victims_age_18_24,21,county
OUTAGAMIE,male_victims_age_25_34,34,county
OUTAGAMIE,male_victims_age_35_44,29,county
OUTAGAMIE,male_victims_age_45_54,25,county
OUTAGAMIE,male_victims_age_55_64,14,county
OUTAGAMIE,male_victims_age_65+,9,county
OUTAGAMIE,unknown_victims_age_Under 18,0,county
OUTAGAMIE,unknown_victims_age_18_24,0,county
OUTAGAMIE,unknown_victims_age_25_34,0,county
OUTAGAMIE,unknown_victims_age_35_44,0,county
OUTAGAMIE,unknown_victims_age_45_54,0,county
OUTAGAMIE,unknown_victims_age_55_64,0,county
OUTAGAMIE,unknown_victims_age_65+,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_Under 18,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_18_24,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_25_34,1,county
"OUTAGAMIE, WAUPACA",female_victims_age_35_44,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_45_54,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_55_64,0,county
"OUTAGAMIE, WAUPACA",female_victims_age_65+,0,county
"OUTAGAMIE, WAUPACA",male_victims_age_Under 18,0,county
"OUTAGAMIE, WAUPACA",male_victims_age_18_24,0,county
"OUTAGAMIE, WAUPACA",male_victims_age_25_34,2,county
"OUTAGAMIE, WAUPACA",male_victims_age_35_44,1,county
"OUTAGAMIE, WAUPACA",male_victims_age_45_54,0,county
"OUTAGAMIE, WAUPACA",male_victims_age_55_64,0,county
"OUTAGAMIE, WAUPACA",male_victims_age_65+,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_Under 18,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_18_24,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_25_34,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_35_44,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_45_54,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_55_64,0,county
"OUTAGAMIE, WAUPACA",unknown_victims_age_65+,0,county
OZAUKEE,female_victims_age_Under 18,13,county
OZAUKEE,female_victims_age_18_24,11,county
OZAUKEE,female_victims_age_25_34,29,county
OZAUKEE,female_victims_age_35_44,20,county
OZAUKEE,female_victims_age_45_54,15,county
OZAUKEE,female_victims_age_55_64,8,county
OZAUKEE,female_victims_age_65+,11,county
OZAUKEE,male_victims_age_Under 18,12,county
OZAUKEE,male_victims_age_18_24,7,county
OZAUKEE,male_victims_age_25_34,12,county
OZAUKEE,male_victims_age_35_44,6,county
OZAUKEE,male_victims_age_45_54,11,county
OZAUKEE,male_victims_age_55_64,6,county
OZAUKEE,male_victims_age_65+,7,county
OZAUKEE,unknown_victims_age_Under 18,0,county
OZAUKEE,unknown_victims_age_18_24,0,county
OZAUKEE,unknown_victims_age_25_34,0,county
OZAUKEE,unknown_victims_age_35_44,0,county
OZAUKEE,unknown_victims_age_45_54,0,county
OZAUKEE,unknown_victims_age_55_64,0,county
OZAUKEE,unknown_victims_age_65+,0,county
PEPIN,female_victims_age_Under 18,1,county
PEPIN,female_victims_age_18_24,0,county
PEPIN,female_victims_age_25_34,0,county
PEPIN,female_victims_age_35_44,1,county
PEPIN,female_victims_age_45_54,0,county
PEPIN,female_victims_age_55_64,0,county
PEPIN,female_victims_age_65+,0,county
PEPIN,male_victims_age_Under 18,2,county
PEPIN,male_victims_age_18_24,0,county
PEPIN,male_victims_age_25_34,2,county
PEPIN,male_victims_age_35_44,0,county
PEPIN,male_victims_age_45_54,1,county
PEPIN,male_victims_age_55_64,1,county
PEPIN,male_victims_age_65+,0,county
PEPIN,unknown_victims_age_Under 18,0,county
PEPIN,unknown_victims_age_18_24,0,county
PEPIN,unknown_victims_age_25_34,0,county
PEPIN,unknown_victims_age_35_44,0,county
PEPIN,unknown_victims_age_45_54,0,county
PEPIN,unknown_victims_age_55_64,0,county
PEPIN,unknown_victims_age_65+,0,county
PIERCE,female_victims_age_Under 18,1,county
PIERCE,female_victims_age_18_24,6,county
PIERCE,female_victims_age_25_34,5,county
PIERCE,female_victims_age_35_44,6,county
PIERCE,female_victims_age_45_54,3,county
PIERCE,female_victims_age_55_64,5,county
PIERCE,female_victims_age_65+,2,county
PIERCE,male_victims_age_Under 18,2,county
PIERCE,male_victims_age_18_24,7,county
PIERCE,male_victims_age_25_34,8,county
PIERCE,male_victims_age_35_44,8,county
PIERCE,male_victims_age_45_54,5,county
PIERCE,male_victims_age_55_64,5,county
PIERCE,male_victims_age_65+,2,county
PIERCE,unknown_victims_age_Under 18,0,county
PIERCE,unknown_victims_age_18_24,0,county
PIERCE,unknown_victims_age_25_34,0,county
PIERCE,unknown_victims_age_35_44,0,county
PIERCE,unknown_victims_age_45_54,0,county
PIERCE,unknown_victims_age_55_64,0,county
PIERCE,unknown_victims_age_65+,0,county
"PIERCE, ST CROIX",female_victims_age_Under 18,6,county
"PIERCE, ST CROIX",female_victims_age_18_24,8,county
"PIERCE, ST CROIX",female_victims_age_25_34,17,county
"PIERCE, ST CROIX",female_victims_age_35_44,11,county
"PIERCE, ST CROIX",female_victims_age_45_54,3,county
"PIERCE, ST CROIX",female_victims_age_55_64,2,county
"PIERCE, ST CROIX",female_victims_age_65+,2,county
"PIERCE, ST CROIX",male_victims_age_Under 18,6,county
"PIERCE, ST CROIX",male_victims_age_18_24,8,county
"PIERCE, ST CROIX",male_victims_age_25_34,7,county
"PIERCE, ST CROIX",male_victims_age_35_44,6,county
"PIERCE, ST CROIX",male_victims_age_45_54,2,county
"PIERCE, ST CROIX",male_victims_age_55_64,3,county
"PIERCE, ST CROIX",male_victims_age_65+,3,county
"PIERCE, ST CROIX",unknown_victims_age_Under 18,0,county
"PIERCE, ST CROIX",unknown_victims_age_18_24,0,county
"PIERCE, ST CROIX",unknown_victims_age_25_34,0,county
"PIERCE, ST CROIX",unknown_victims_age_35_44,0,county
